Time Series from ERA5 from Copernicus Climate Data Store
Selected Point:Fino3 55.25 7.25
Time,u100,v100,u10,v10,t2m,d2m,msl,sst,blh,slhf,sshf,ssrd,zust
2013-01-01 00:00:00,9.46191,2.75049,7.22327,2.59112,280.71647,279.49217,99347.40438,279.83592,634.05894,24796.47719,65957.674,0.0,0.24804
2013-01-01 01:00:00,8.56577,0.9896,6.57903,1.18435,280.50448,279.16834,99361.27652,279.83592,616.58275,8273.99539,43239.73281,0.0,0.206
2013-01-01 02:00:00,6.95363,0.4922,5.27582,0.83474,280.35874,278.85037,99367.12623,279.83592,566.14875,-3071.44211,34260.737,0.0,0.19696
2013-01-01 03:00:00,6.7735,1.46068,5.14963,1.63821,280.22625,278.60567,99403.0601,279.83592,584.76469,-11442.83289,29608.96809,0.0,0.19603
2013-01-01 04:00:00,7.25022,1.68579,5.62283,1.60555,280.0921,278.39173,99435.98556,279.83592,616.67773,-17831.52586,26201.27691,0.0,0.19329
2013-01-01 05:00:00,7.31027,1.47521,5.83664,1.40468,279.98279,278.23934,99437.32263,279.83592,633.10915,-22017.22125,21982.23069,0.0,0.1778
2013-01-01 06:00:00,7.59594,1.63405,6.1542,1.5138,279.86355,278.10893,99451.02765,279.83592,648.21086,-23834.69425,17925.45548,0.0,0.17326
2013-01-01 07:00:00,8.50481,1.63314,6.95618,1.48669,279.79399,277.79829,99505.17916,279.83592,701.39925,-67288.82139,4348.7811,0.0,0.24829
2013-01-01 08:00:00,9.10982,1.28097,7.33683,1.22188,279.79399,277.1096,99569.86014,279.83592,804.07186,-108264.57626,3104.70337,0.0,0.28096
2013-01-01 09:00:00,9.28177,1.25555,7.49947,1.2337,279.6085,276.26412,99622.67458,279.83592,857.26026,-137013.6946,1427.90295,64924.41732,0.28698
2013-01-01 10:00:00,9.3036,0.32155,7.90607,0.35794,279.7824,276.06484,99706.576,279.83592,957.84332,-142411.03865,2509.70967,278575.90649,0.28089
2013-01-01 11:00:00,9.69936,0.50853,8.2026,0.5178,279.79234,276.02674,99746.18683,279.83592,1045.5092,-149295.40607,4078.32942,450639.54466,0.3051
2013-01-01 12:00:00,10.25888,0.57661,8.68701,0.55533,279.69297,276.07803,99784.29345,279.83592,1047.59874,-159098.74527,1481.99329,508179.85442,0.32889
2013-01-01 13:00:00,10.44629,1.09489,8.94709,1.00016,279.60354,276.13664,99801.17402,279.83592,1062.70045,-166533.86208,-4305.67268,456282.11741,0.34244
2013-01-01 14:00:00,10.84933,1.85643,9.26045,1.65628,279.51907,276.29782,99850.64577,279.83592,1033.63679,-167084.61148,-8795.17059,316889.67207,0.3544
2013-01-01 15:00:00,11.13682,2.46003,9.46305,2.17826,279.50085,276.30955,99908.80851,279.83592,1041.42509,-169562.98375,-11661.9584,101844.95506,0.36897
2013-01-01 16:00:00,11.70543,2.87212,9.84861,2.52857,279.52735,276.26998,99951.92916,279.83592,1085.49548,-176777.8008,-12256.9521,417.96835,0.3804
