Time Series from ERA5 from Copernicus Climate Data Store
Selected Point:Fino3 55.25 7.25
Time,u100,v100,u10,v10,t2m,d2m,msl,sst,blh,slhf,sshf,ssrd,zust
2007-01-01 00:00:00,19.10773,9.7068,14.2718,7.60058,283.68661,280.04117,99591.92249,282.3175,1953.03722,-168146.35112,149750.39853,-0.0,0.80872
2007-01-01 01:00:00,18.87188,10.99776,14.2687,8.67979,283.49401,278.09259,99494.36045,282.3175,1787.74557,-421274.89704,149484.72154,-0.0,0.82373
2007-01-01 02:00:00,19.73162,12.1255,15.01516,9.65753,283.14368,277.62965,99431.39708,282.3175,1828.58233,-557631.24797,116806.45212,-0.0,0.87678
2007-01-01 03:00:00,20.43313,12.75402,15.30459,9.94857,282.96169,277.56863,99359.23857,282.3175,1924.9288,-610588.40428,93161.20027,-0.0,0.9435
2007-01-01 04:00:00,22.90956,12.35974,17.26852,9.67955,282.67657,277.6071,99259.65047,282.3175,1904.42203,-635235.13112,72278.98907,-0.0,1.00233
2007-01-01 05:00:00,25.04633,9.99615,18.77464,7.83734,282.41421,277.75168,99267.28712,282.3175,1844.13919,-662612.98175,37740.98074,-0.0,1.07515
2007-01-01 06:00:00,26.83637,6.07238,20.33042,4.71219,282.03961,277.89494,99279.91096,282.3175,1714.646,-675535.86015,2352.80605,-0.0,1.11096
2007-01-01 07:00:00,26.9291,2.09986,20.41655,1.67671,281.53611,278.17085,99319.65269,282.3175,1695.99545,-663812.0117,-17519.83259,-0.0,1.07725
2007-01-01 08:00:00,25.44042,-0.03161,19.44972,0.14599,281.36019,277.60312,99395.5516,282.3175,1785.4474,-612853.23864,-20601.68564,-0.0,1.00465
2007-01-01 09:00:00,24.37304,-0.13548,18.94612,0.05867,281.73478,276.86029,99466.93086,282.3175,1788.80627,-567290.10038,-26180.90237,59675.55986,0.94037
2007-01-01 10:00:00,24.6855,-0.66649,19.40161,-0.39283,281.84246,277.91882,99526.30968,282.3175,1801.79978,-537181.12597,-45469.05164,239032.30336,0.91363
2007-01-01 11:00:00,23.09905,-0.93147,18.18492,-0.51869,281.80758,277.66016,99594.88364,282.3175,1750.97481,-558030.92462,-52057.84092,392578.04697,0.84736
2007-01-01 12:00:00,22.50741,-2.5722,17.97153,-1.82916,281.67563,277.40282,99663.92516,282.3175,1738.86521,-579413.62547,-56786.89129,483939.7448,0.8426
2007-01-01 13:00:00,21.28078,-4.5627,17.13661,-3.48967,281.48606,277.22773,99752.13621,282.3175,1716.41383,-592469.72942,-78253.59185,460769.25641,0.83476
2007-01-01 14:00:00,20.1106,-4.90717,16.36454,-3.84443,281.36777,277.35241,99861.54285,282.3175,1711.55231,-595267.46598,-91112.35803,295341.21105,0.80757
2007-01-01 15:00:00,19.76892,-5.37035,16.20935,-4.26447,281.04777,277.49567,99959.88414,282.3175,1718.18165,-553567.86868,-112738.46479,101065.57759,0.79956
2007-01-01 16:00:00,19.38894,-5.28874,15.95949,-4.20783,280.84607,277.57526,100045.9133,282.3175,1728.16986,-531852.10395,-135374.1441,264.05115,0.75712
2007-01-01 17:00:00,19.08455,-4.65174,15.77327,-3.70205,281.13725,277.3166,100131.4749,282.3175,1771.3048,-512401.17358,-121930.88854,-0.0,0.73606
2007-01-01 18:00:00,19.62378,-3.37879,16.22021,-2.66768,281.36019,276.66795,100216.88065,282.3175,1735.68312,-568622.35588,-93397.18012,-0.0,0.71229
2007-01-01 19:00:00,19.71651,-2.36446,16.26832,-1.9031,281.25858,276.69581,100297.14336,282.3175,1567.91652,-530919.52509,-135002.19631,-0.0,0.73113
2007-01-01 20:00:00,17.72992,-1.4858,14.73427,-1.18494,281.09934,276.8457,100324.57295,282.3175,1459.54884,-475963.98552,-145257.32802,-0.0,0.63269
2007-01-01 21:00:00,15.98422,-0.86364,13.47568,-0.65634,280.94313,276.9611,100324.7288,282.3175,1363.20237,-416345.55168,-110453.6427,-0.0,0.56365
2007-01-01 22:00:00,15.06904,-0.82124,12.77267,-0.55487,280.68076,277.45323,100327.68994,282.29509,1142.93136,-391965.27594,-108912.71617,-0.0,0.50213
2007-01-01 23:00:00,14.9622,-0.59336,12.79207,-0.38103,280.73991,277.34843,100294.18221,282.29509,1194.55185,-345469.55882,-100729.86497,-0.0,0.45602
2007-01-02 00:00:00,14.22215,-1.83219,12.20517,-1.45709,280.73487,277.1785,100287.2476,282.29523,1187.38149,-345307.6871,-94769.46264,0.0,0.45022
2007-01-02 01:00:00,13.82904,-2.74895,11.93942,-2.27659,280.4461,277.10422,100309.48978,282.29523,1221.85507,-353029.08762,-103516.154,0.0,0.46305
2007-01-02 02:00:00,14.27079,-3.06725,12.32277,-2.57234,280.1468,276.99414,100333.53537,282.29523,1273.43517,-373995.65979,-128756.60621,0.0,0.49191
2007-01-02 03:00:00,14.68112,-3.55588,12.67558,-3.00785,280.06107,276.99944,100404.62016,282.29523,1217.51331,-392170.6487,-147749.42174,0.0,0.51549
2007-01-02 04:00:00,13.74292,-3.36415,11.91727,-2.86103,279.82043,277.04719,100402.36589,282.29523,1195.80451,-397635.02445,-169741.10288,0.0,0.51601
2007-01-02 05:00:00,13.42073,-3.49538,11.6309,-2.99514,279.70312,276.9875,100414.2384,282.29523,1247.21094,-393239.76569,-176338.60722,0.0,0.49258
2007-01-02 06:00:00,13.56359,-4.22692,11.7149,-3.61488,279.52564,277.04188,100405.52187,282.29523,1281.42401,-368115.51632,-172040.23318,0.0,0.46464
2007-01-02 07:00:00,13.10765,-3.44419,11.28496,-2.90973,279.74523,276.98618,100469.69355,282.29523,1400.8224,-417710.66579,-118260.57658,0.0,0.46369
2007-01-02 08:00:00,13.38425,-3.15567,11.49726,-2.64151,279.96933,277.0127,100491.63516,282.29523,1377.98475,-403871.54025,-79075.39928,0.0,0.46994
2007-01-02 09:00:00,13.46733,-3.53075,11.50413,-2.94785,280.27916,277.00475,100540.62806,282.29523,1344.8137,-437905.0979,-75576.72274,64256.9141,0.48153
2007-01-02 10:00:00,12.21707,-4.95474,10.57628,-4.19226,280.67321,276.26068,100592.02552,282.29523,1122.68927,-413137.22087,-91270.78609,225136.18482,0.45394
2007-01-02 11:00:00,9.90702,-5.67512,8.68317,-4.92423,280.72735,276.74744,100688.2079,282.29523,907.25115,-366096.07311,-91720.61593,280861.62245,0.39407
2007-01-02 12:00:00,8.18056,-6.12186,7.27574,-5.34139,280.90483,277.07239,100748.77275,282.29523,871.21455,-298325.93474,-72327.95166,397593.8879,0.34369
2007-01-02 13:00:00,6.97487,-5.88732,6.24938,-5.11411,281.14096,276.78856,100827.37179,282.29523,987.83422,-275221.12858,-55284.39878,404432.61111,0.33477
2007-01-02 14:00:00,7.0772,-6.39642,6.312,-5.54679,281.4944,276.12141,100917.2422,282.29523,1092.47063,-308126.17385,-40689.91948,295622.43096,0.36308
2007-01-02 15:00:00,8.32949,-7.42952,7.29789,-6.3684,281.66586,275.99143,101042.88043,282.29523,1235.66186,-355345.50777,-29993.96547,112398.81708,0.41104
2007-01-02 16:00:00,9.79354,-8.20294,8.45789,-6.93167,281.717,275.98347,101173.02722,282.29523,1308.69026,-394962.23196,-29394.19235,473.97092,0.45029
2007-01-02 17:00:00,10.89993,-8.64317,9.32388,-7.22389,281.72001,275.96491,101277.47527,282.29523,1335.52234,-429292.76656,-30843.64406,0.0,0.49069
2007-01-02 18:00:00,11.66995,-9.42404,9.87142,-7.80975,281.61623,276.02459,101365.69255,282.29523,1377.72424,-459821.99629,-36991.31856,0.0,0.52703
2007-01-02 19:00:00,11.5737,-10.14628,9.75,-8.39067,281.46884,276.1559,101477.80514,282.29523,1383.80271,-430124.302,-44188.59602,0.0,0.53879
2007-01-02 20:00:00,11.289,-10.22632,9.53083,-8.50078,281.42221,276.21823,101560.1613,282.29523,1307.82191,-428876.99884,-54684.62565,0.0,0.53659
2007-01-02 21:00:00,11.84017,-10.48971,9.98521,-8.721,281.31091,276.35883,101689.70695,282.29523,1264.14381,-429946.11583,-68229.50199,0.0,0.5653
2007-01-02 22:00:00,11.44097,-10.39012,9.66065,-8.63418,281.1921,276.99546,101752.07521,282.2798,1315.37657,-427629.69568,-81424.51067,0.0,0.54065
2007-01-02 23:00:00,11.59194,-10.02063,9.79658,-8.3589,281.21315,277.01005,101830.67425,282.2798,1350.37116,-408979.54367,-75476.76055,0.0,0.52349
2007-01-03 00:00:00,12.01287,-9.31289,10.18201,-7.78826,281.26006,277.02844,101821.59011,282.27952,1378.31112,-411174.85819,-75127.34573,0.0,0.55377
2007-01-03 01:00:00,13.1074,-9.02744,11.03244,-7.51147,281.32288,276.95811,101884.34227,282.27952,1387.75242,-438663.76691,-73482.1495,0.0,0.59402
2007-01-03 02:00:00,12.83256,-8.7958,10.79113,-7.30769,281.40031,276.85638,101929.68872,282.27952,1337.54187,-454704.06554,-70008.95744,0.0,0.59034
2007-01-03 03:00:00,12.44875,-8.06349,10.45988,-6.69012,281.46167,276.87522,101983.58535,282.27952,1309.04631,-438847.43445,-66474.83219,0.0,0.55622
2007-01-03 04:00:00,11.97816,-6.85421,10.14983,-5.72134,281.48213,276.9443,101951.67488,282.27952,1269.13536,-410807.52311,-59284.7153,0.0,0.50827
2007-01-03 05:00:00,12.57894,-5.64402,10.73629,-4.76229,281.5654,277.0523,101968.1645,282.27952,1253.60013,-373094.45458,-50327.53579,0.0,0.46481
2007-01-03 06:00:00,12.57219,-3.98332,10.69461,-3.33033,281.56394,277.11384,101958.2402,282.27952,1206.65113,-354666.47791,-44538.88236,0.0,0.4628
2007-01-03 07:00:00,12.26939,-1.76722,10.5001,-1.4637,281.49089,277.21055,101967.85914,282.27952,1183.13371,-319218.64239,-45513.81347,0.0,0.41733
2007-01-03 08:00:00,11.92319,0.76897,10.25952,0.72284,281.41492,277.24697,101952.89634,282.27952,1110.60736,-307219.02968,-43929.55042,0.0,0.40432
2007-01-03 09:00:00,12.57412,2.89843,10.70558,2.53452,281.46313,277.21055,101928.61995,282.27952,1107.8608,-325218.44875,-42893.68613,44486.38603,0.43935
2007-01-03 10:00:00,12.58472,4.39589,10.57103,3.79053,281.54349,277.31855,101859.30248,282.27952,1077.99196,-342421.97514,-41492.22267,166636.60067,0.45717
2007-01-03 11:00:00,11.6686,6.41227,9.60798,5.40053,281.46167,277.98292,101762.80767,282.27952,1082.71261,-315484.06905,-46184.0786,188777.60444,0.46528
2007-01-03 12:00:00,11.60881,9.01777,9.49172,7.49875,281.53034,278.23787,101580.35308,282.27952,1024.51987,-310035.26532,-49779.13705,168680.38564,0.52807
