Time Series from ERA5 from Copernicus Climate Data Store
Selected Point:Fino3 55.25 7.25
Time,u100,v100,u10,v10,t2m,d2m,msl,sst,blh,slhf,sshf,ssrd,zust
2003-01-01 00:00:00,-1.59666,7.48002,-1.60293,6.98975,273.06229,267.10034,101626.07575,278.33515,984.31665,-327007.74508,-222671.27899,0.0,0.2457
2003-01-01 01:00:00,-2.05169,7.1771,-2.02749,6.751,272.97667,267.19208,101558.91443,278.33515,915.91775,-320327.61088,-221083.04479,0.0,0.23998
2003-01-01 02:00:00,-2.34005,7.09469,-2.28495,6.6689,272.84681,267.34706,101475.75546,278.33515,877.18678,-314124.62913,-223885.81103,0.0,0.24079
2003-01-01 03:00:00,-2.40672,7.02832,-2.35842,6.59685,272.7455,267.51319,101393.60535,278.33515,843.80068,-312079.6901,-228557.08809,0.0,0.23855
2003-01-01 04:00:00,-2.90176,6.89024,-2.83109,6.48041,272.51861,267.59502,101277.44222,278.33515,856.42698,-306013.03761,-234396.18443,0.0,0.23501
2003-01-01 05:00:00,-2.96093,6.82709,-2.8727,6.40836,272.35451,267.64337,101149.60511,278.33515,863.32109,-302195.81808,-239067.46149,0.0,0.23255
2003-01-01 06:00:00,-2.70257,6.98444,-2.63149,6.54826,272.08481,267.90621,101056.7899,278.33515,796.00666,-301582.33636,-250231.81368,0.0,0.24216
2003-01-01 07:00:00,-2.41755,6.9823,-2.37532,6.52229,271.84793,268.14549,100960.51574,278.33515,745.19162,-313647.47669,-297551.85037,0.0,0.262
2003-01-01 08:00:00,-2.85425,6.57448,-2.81484,6.1428,271.74091,268.26699,100850.26165,278.33515,715.44623,-301446.0071,-288256.009,0.0,0.25377
2003-01-01 09:00:00,-3.31679,6.76929,-3.20754,6.31202,271.71665,268.42568,100702.1032,278.33515,750.14918,-298923.91562,-284565.70012,32205.44886,0.26469
2003-01-01 10:00:00,-0.65492,7.57742,-0.79607,6.99394,272.21181,269.1584,100632.78004,278.33515,713.89699,-302127.65344,-280968.81678,115108.50753,0.26683
2003-01-01 11:00:00,-0.97744,6.34756,-1.1088,5.93002,272.6028,269.18195,100454.06752,278.33515,727.68522,-280996.61671,-243925.58964,161789.09362,0.22786
2003-01-01 12:00:00,-1.2883,7.11395,-1.37147,6.63539,272.92387,269.45099,100279.24632,278.33515,795.85173,-260001.90925,-214730.10798,173840.1648,0.24404
2003-01-01 13:00:00,-1.65583,7.21136,-1.71346,6.6756,273.33341,269.74606,100109.03706,278.33515,772.84553,-273089.5191,-215851.21447,148422.10087,0.25834
2003-01-01 14:00:00,-3.14428,6.63335,-3.12236,6.17882,273.68873,269.96674,99946.89869,278.33515,748.44502,-266682.04344,-198193.78716,83387.87188,0.25811
2003-01-01 15:00:00,-4.23186,7.11823,-4.11907,6.54826,273.78576,270.43043,99844.13899,278.33515,741.00867,-275338.95204,-201183.40448,31443.59953,0.30461
2003-01-01 16:00:00,-7.07458,6.49742,-6.65472,5.85713,273.48895,271.04164,99673.49736,278.33515,697.86237,-303763.60467,-244299.29181,0.0,0.36874
2003-01-01 17:00:00,-9.40809,6.28869,-8.62797,5.54968,273.29203,271.2772,99532.68919,278.33515,630.93524,-338800.22686,-299934.20167,0.0,0.42598
2003-01-01 18:00:00,-10.60152,5.81559,-9.50309,5.00181,273.16788,271.53508,99401.96963,278.33515,584.84538,-368588.17219,-345666.00415,0.0,0.4709
2003-01-01 19:00:00,-11.34907,4.16185,-10.03688,3.50226,273.15361,271.72105,99260.44084,278.33515,526.67146,-388901.2333,-383783.62501,0.0,0.49398
2003-01-01 20:00:00,-11.39824,2.8485,-10.05704,2.33949,273.21212,271.89214,99129.57716,278.33515,503.35541,-389173.89184,-387614.07221,0.0,0.47885
2003-01-01 21:00:00,-11.14489,1.57904,-9.87304,1.23954,273.34911,272.05208,99016.58473,278.33515,490.18688,-367361.20877,-362249.03774,0.0,0.44929
2003-01-01 22:00:00,-10.88237,0.96143,-9.67669,0.69502,273.31058,271.85867,98899.55685,278.1978,470.2017,-340708.83663,-333053.55607,0.0,0.41729
2003-01-01 23:00:00,-10.43067,-0.14855,-9.33535,-0.28932,273.38906,271.94669,98826.77474,278.1978,461.4485,-318555.33038,-310257.72399,0.0,0.40005
2003-01-02 00:00:00,-9.9649,-1.22046,-8.95048,-1.22409,273.53094,271.99464,98823.61163,278.19806,464.32402,-306779.30473,-293366.70177,0.0,0.38313
2003-01-02 01:00:00,-8.88323,-1.64135,-8.02065,-1.59251,273.63818,271.96445,98845.07512,278.19806,469.47061,-286343.55374,-267387.42369,0.0,0.34498
2003-01-02 02:00:00,-8.37385,-2.07662,-7.65007,-1.99245,273.66282,271.92245,98845.07512,278.19806,473.49138,-264364.31702,-243140.09749,0.0,0.32386
2003-01-02 03:00:00,-8.03899,-2.26858,-7.38768,-2.18555,273.68166,271.83845,98877.18965,278.19806,478.7988,-256029.4941,-232223.55236,0.0,0.31079
2003-01-02 04:00:00,-7.5739,-2.48108,-7.00763,-2.37784,273.6831,271.70719,98887.35656,278.19806,491.02194,-250102.50892,-223143.92588,0.0,0.29761
