Time Series from ERA5 from Copernicus Climate Data Store
Selected Point:Fino3 55.25 7.25
Time,u100,v100,u10,v10,t2m,d2m,msl,sst,blh,slhf,sshf,ssrd,zust
2009-01-01 00:00:00,2.68558,-8.20191,2.49185,-7.32639,277.75337,273.45395,102580.54632,279.42158,904.91071,-204965.46355,-67033.658,0.0,0.26608
2009-01-01 01:00:00,2.98081,-8.542,2.73327,-7.56081,278.10176,273.45774,102573.93553,279.42158,944.97123,-214031.77918,-55882.35065,0.0,0.28363
2009-01-01 02:00:00,3.07754,-8.86623,2.80436,-7.74808,278.44303,273.3111,102594.2401,279.42158,1036.89791,-225249.42394,-42153.85226,0.0,0.29402
2009-01-01 03:00:00,3.4685,-8.59046,3.08172,-7.39269,278.79569,273.32121,102593.6105,279.42158,1188.5612,-232394.90998,-28276.66977,0.0,0.2942
2009-01-01 04:00:00,4.36628,-8.00455,3.87316,-6.81517,279.11279,273.92167,102574.87993,279.42158,1256.24694,-207808.29133,-10137.2098,0.0,0.26194
2009-01-01 05:00:00,4.47813,-8.48737,3.88097,-6.971,279.29054,274.91273,102581.64812,279.42158,1252.62654,-163552.37776,468.92253,0.0,0.25738
2009-01-01 06:00:00,4.14158,-9.3887,3.5708,-7.45693,279.40572,275.61305,102596.60109,279.42158,1184.23246,-146111.24516,6416.28645,0.0,0.30523
2009-01-01 07:00:00,2.84579,-10.29619,2.50123,-8.27229,279.33747,276.39806,102607.61907,279.42158,964.4112,-133741.10265,1658.39531,0.0,0.30131
2009-01-01 08:00:00,1.30917,-9.66094,1.20899,-7.86905,279.05733,276.26154,102630.75683,279.42158,870.91043,-122062.45879,-4140.28451,0.0,0.29363
2009-01-01 09:00:00,0.54741,-8.4072,0.48864,-7.25326,278.63216,275.33242,102691.19832,279.42158,769.30311,-127363.94844,-13309.13723,63992.32777,0.26474
2009-01-01 10:00:00,-0.17908,-7.60808,-0.17857,-6.79876,278.50276,275.13395,102738.41823,279.42158,692.09414,-140809.75551,-25798.60147,257156.94163,0.23308
2009-01-01 11:00:00,-0.01182,-6.22658,-0.05982,-5.68542,278.17854,274.65232,102750.38061,279.42158,665.25596,-141885.42008,-36702.10199,321288.99065,0.21128
2009-01-01 12:00:00,0.46479,-5.33671,0.29489,-4.93704,277.93254,274.23517,102767.69457,279.42158,628.97325,-147494.24246,-43789.37734,394922.08396,0.20117
2009-01-01 13:00:00,0.02647,-4.75256,-0.11919,-4.43744,277.70786,274.12519,102738.57563,279.42158,609.13976,-147647.90882,-48646.39121,398904.13929,0.18507
2009-01-01 14:00:00,-1.1071,-3.95785,-1.21533,-3.74852,277.44622,274.08347,102746.91781,279.42158,561.1301,-139503.5914,-51025.33678,254222.7956,0.161
2009-01-01 15:00:00,-2.60341,-2.98604,-2.64195,-2.87233,277.11205,274.1037,102745.65861,279.42158,427.49011,-124521.12066,-53057.35278,74681.00261,0.14662
2009-01-01 16:00:00,-3.77829,-1.64507,-3.73965,-1.62093,276.74802,274.15553,102767.69457,279.42158,365.47108,-114379.14046,-63167.87145,279.44248,0.14979
2009-01-01 17:00:00,-3.90525,-0.84154,-3.91779,-0.84111,276.29156,274.11381,102779.65695,279.42158,393.56853,-120525.79513,-79721.36771,0.0,0.16768
2009-01-01 18:00:00,-3.78635,-0.71731,-3.78653,-0.74406,275.91331,273.81675,102796.49872,279.42158,411.27701,-139196.25866,-101280.56193,0.0,0.18311
2009-01-01 19:00:00,-4.11685,-0.59485,-4.0967,-0.63607,275.63176,273.29088,102808.6185,279.42158,428.27715,-126902.94934,-93895.91839,0.0,0.14544
2009-01-01 20:00:00,-4.45037,-0.53053,-4.39359,-0.56978,275.29048,272.82948,102808.6185,279.42158,460.46723,-142884.25146,-108020.90771,0.0,0.15505
2009-01-01 21:00:00,-4.70227,-0.45035,-4.60375,-0.49938,274.9748,272.41485,102798.70232,279.42158,526.7363,-155177.56079,-117536.68999,0.0,0.16062
2009-01-01 22:00:00,-4.9038,-1.15608,-4.77095,-1.1596,275.10136,272.26695,102812.08129,279.47501,543.57903,-169391.69969,-127151.595,0.0,0.17085
2009-01-01 23:00:00,-5.55371,-1.44859,-5.30222,-1.43776,275.02599,271.92816,102842.61683,279.47501,581.27841,-185987.66728,-137113.42957,0.0,0.18291
2009-01-02 00:00:00,-5.6502,-1.57574,-5.3589,-1.52966,275.03541,271.62949,102835.60511,279.47486,569.36369,-203849.6192,-145647.9754,0.0,0.19716
2009-01-02 01:00:00,-5.54207,-1.49969,-5.2325,-1.44992,275.02805,271.32618,102824.93615,279.47486,532.40231,-222172.31538,-154698.82008,0.0,0.20828
2009-01-02 02:00:00,-5.0431,-1.85485,-4.769,-1.78597,275.0251,271.05514,102848.43877,279.47486,519.31864,-235054.48403,-159084.2809,0.0,0.21219
2009-01-02 03:00:00,-4.56542,-2.57016,-4.33226,-2.4568,275.04718,270.77377,102890.18684,279.47486,523.6526,-243121.47314,-160064.01151,0.0,0.2159
2009-01-02 04:00:00,-4.15841,-3.10164,-3.95705,-2.94537,275.07072,270.29492,102893.27929,279.47486,515.55708,-256879.12897,-162536.66495,0.0,0.2198
2009-01-02 05:00:00,-3.33333,-3.06905,-3.2073,-2.92892,275.07514,269.82253,102915.54493,279.47486,494.9503,-263945.56129,-158664.39635,0.0,0.20708
2009-01-02 06:00:00,-2.25365,-3.29634,-2.20941,-3.15232,275.09574,269.41725,102945.38707,279.47486,494.13257,-251626.20584,-144621.59095,0.0,0.18196
2009-01-02 07:00:00,-1.3315,-3.26208,-1.34261,-3.10991,275.10457,269.13201,102982.96033,279.47486,506.39851,-165953.53085,-94841.94525,0.0,0.12028
2009-01-02 08:00:00,-0.74483,-3.09328,-0.80488,-2.93841,275.12811,268.78481,102998.11333,279.47486,546.14017,-154071.91899,-84298.17774,0.0,0.11057
